Dialogue,Hate Speech
"Person1: The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both.
Person2: Is that any worse than the nonsense in the bible?",0
"Person1: He's not capable of any thought, period!
Person2: Since there isn't any nonsense in the Bible, these things surely are worse.",0
"Person1: The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both.
Person2: No nonsense in the bible? That's funny, scouty!!",0
"Person1: He's not capable of any thought, period!
Person2: None at all and you KNOW it or you would not misquote it",0
"Person1: The ones harmed the most are the children who are taught in government schooling that ""transgenderism"" is a valid description of a true reality. First, the very fact that ""transgenderism"" is not a true reality in itself but a condition of mind makes the claim of validity false...thus being deceptive for the children, youth, adolescents and adults who are deceived by it. Deception about anything critically important in the learning, growth, self-understanding and self-appreciation, and view of the civil society is evil and must be refused and refuted. To confuse children and youth, especially on the issues of their own nature is inexcusable and abusive to them. Because the falsehoods regarding ""transgenderism"" are being foisted on the culture by intention and willing complicity, the evil effects are widespread and become repeated in social media of all kinds.The result for stability of family and civil society is degradation of both.
Person2: I figured it out by age 5. The good thing is children will have access to healthcare, information, medicine, treatment and support. None of which existed for transexuals when I was a little girl growing up in the 1970's and 80's.",0
"Person1: If Trump ever endorses violence against liberals, I will comply with his wishes, gladly.
Person2: Stand by for it to get much worse.",0
"Person1: If Trump ever endorses violence against liberals, I will comply with his wishes, gladly.
Person2: The world is not possessed by satan.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: sure it is unless you are on the side of ISIS",0
"Person1: Think for yourself for once.
Person2: you want to watch obama pee? YOU are sick",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: What are you talking about?",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: still pushing for yes on TG/gays?",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: Again, what are you talking about? Who said they wanted to watch Obama pee? And, who is pushing you to say on TG/gays?",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: you do and so does SB its about FORCED deviance without that no sense would be possible",1
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: I can't speak for SB, but I don't want to watch anyone pee, nor do I care if you (or anyone else) watches someone else pee.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: fine then lets leave the bathrooms alone",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: When have I said to mess with a bathroom?",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: you asked what I was talking about did you not? which really meant change the bathrooms",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: No, you asked who wants to see Obama pee. I then asked what are you talking about, because no one had said they want to watch him pee.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: I think you do but its about forced perversion or else",1
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: Again, claiming things I've never said",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: nothing EVER is said but pro perversion",1
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: So, what you say is pro perversion then?",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: why else do you want sense from me? what you need is AGREEMENT with a sick lifestyle SOCIALISMLESS @SB117 for liberals ... that is normal",1
"Person1: Could this be the real reason, as to why Ms. Clinton basically stopped wearing dresses and pantyhose? Could she possibly have possessed the wisdom to determine what a high-risk liability it would be, having pantyhose entangled about her ankles, as an unknown man entered the ladies room with her, unbeknownst, or did Mr. Clinton simply forewarn her, as to the potential danger? Will the left seek to ban ladies from wearing pantyhose, next, and maybe even dresses, deeming such to be an unnecessary risk within the ladies room?
Person2: 0/10",0
"Person1: Could this be the real reason, as to why Ms. Clinton basically stopped wearing dresses and pantyhose? Could she possibly have possessed the wisdom to determine what a high-risk liability it would be, having pantyhose entangled about her ankles, as an unknown man entered the ladies room with her, unbeknownst, or did Mr. Clinton simply forewarn her, as to the potential danger? Will the left seek to ban ladies from wearing pantyhose, next, and maybe even dresses, deeming such to be an unnecessary risk within the ladies room?
Person2: -1/10",0
"Person1: Could this be the real reason, as to why Ms. Clinton basically stopped wearing dresses and pantyhose? Could she possibly have possessed the wisdom to determine what a high-risk liability it would be, having pantyhose entangled about her ankles, as an unknown man entered the ladies room with her, unbeknownst, or did Mr. Clinton simply forewarn her, as to the potential danger? Will the left seek to ban ladies from wearing pantyhose, next, and maybe even dresses, deeming such to be an unnecessary risk within the ladies room?
Person2: her first move God forbid will be to ban dresses",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: Yeah, a real danger that will happen, I'm sure.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: want men wearing dresses not me",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: Do I want men wearing dresses? No, but not freaked out by it either.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: either but that will be the next drug",1
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: will be the next drug?",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: already is since the court failed to require churches to marry gays",1
"Person1: Think for yourself for once.
Person2: I do right now because these post aren't making any sense.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: Laugh only a pro gay/TG post would EVER make sense to you stop the no sense lie!",1
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: No, seriously read your post. It didn't make any sense. Not even talking the opinion it stated. Referring to the phrasing.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: lie you are redefining sense to mean disagreement",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: No, I'm trying to figure out what you are saying. You're asking questions claiming someone wants stuff they haven't mentioned.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: not at all you are desperately pushing for a pro deviant answer from me nothing else can make sense but that.its an old liberal game I see all the time unless I say yes to gay marriage and TG bathrooms I can never make sense to you",1
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: I just want you to make sense. You're saying stuff like transgenders are the new drug. Be against gays and transgender people all you want, but please make sense when you write so others can understand you.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: Not at all you want me to agree with gays and TGs or it will be impossible to make sense to you its a tiresome liberal game that can never allow different opinions",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: Another claim of something I've never said. I am fine with you not agreeing with or liking gays or transgenders, and have never said otherwise. People can have different opinions.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: you aren't...but I am....",0
"Person1: Could this be the real reason, as to why Ms. Clinton basically stopped wearing dresses and pantyhose? Could she possibly have possessed the wisdom to determine what a high-risk liability it would be, having pantyhose entangled about her ankles, as an unknown man entered the ladies room with her, unbeknownst, or did Mr. Clinton simply forewarn her, as to the potential danger? Will the left seek to ban ladies from wearing pantyhose, next, and maybe even dresses, deeming such to be an unnecessary risk within the ladies room?
Person2: Actually, the reason she wears pants suits is to better hide the fact she's wearing depends and they might leak!",0
"Person1: Of all the sick moves Obama has made, this has to be the top! He seems to think that as president, the people MUST sereve HIM, not that he should be serving the PEOPLE. The only people he seems to feel obligated to serve are those without morals, which he apparently feels he is part of! Even though he only has a few months left in his term, the house and senate should be calling themselves back into session and impeaching him! Under Obama and Clinton this country has become an immoral, dirtier than dirt nation! I suggest he send his children to a public school affected by this despotic rule! Just to show us how much he believes it!
Person2: Such is a plausible hypothesis, and if true, perhaps they are customized with body enhancements; nevertheless, she and her party are attacking women, via the Alinsky playbook.",0
"Person1: Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist.
Person2: Really, it's a distraction. Nobody in their right mind would think this was a problem.",0
"Person1: Think for yourself for once.
Person2: It's not, as long as it's not a law. A law saying that men can be in the ladies room, lets ALL men come in...that means rapists, and pedophiles. I've been in ladies rooms and noticed transgenders...they aren't what scares me...rapists and pedophiles do.",0
"Person1: It's not, as long as it's not a law. A law saying that men can be in the ladies room, lets ALL men come in...that means rapists, and pedophiles. I've been in ladies rooms and noticed transgenders...they aren't what scares me...rapists and pedophiles do.
Person2: What law is saying that? What in the world are you talking about? All you're doing is confirming my point.",0
"Person1: It's not, as long as it's not a law. A law saying that men can be in the ladies room, lets ALL men come in...that means rapists, and pedophiles. I've been in ladies rooms and noticed transgenders...they aren't what scares me...rapists and pedophiles do.
Person2: All men can already come in the women's bathroom. Most places have no law against that. The people trying to pass laws are the Republicans insisting that people use the bathroom of the gender on their birth certificate. So what laws are you talking about?",0
"Person1: Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist.
Person2: It's the same subset of people that think SCOTUS passed a ""law"" allowing SSM.",0
"Person1: Think for yourself for once.
Person2: THERE WERE 102 GAYS SHOT IN ORLANDO OVER THE GAY RULING WHERE WERE THEIR EQUAL RIGHTS?",1
"Person1: Think for yourself for once.
Person2: sure all over the news the killer did it because of Sharia Law which is why the media deflected to his weapon. that showed what a LIE equal rights is",1
"Person1: Transgender people have existed since the beginning of time. Some have just always kept the fact that they felt they were the wrong gender a secret and suffered in silence. Others actually lived as the other gender often after moving to a new location. Obviously they used the bathroom of the gender they were living as and no one knew, because unlike Christian Conservatives they didn't go into bathrooms or dressing areas flailing their gen italia around. But now that it's 2016, all of a sudden it's a problem. Why? Politics. And the awareness that these people exist.
Person2: NO they haven't and they'd better not. Not that I'd do anything about it, but there are a whole lot of people who would! Obama or no Obama. His legacy apparently is to be the President who has went against the will of the people who elected him more than anyone before him!",0
"Person1: Has anyone heard if Bruce Springsteen, Ringo Starr, and other celebrities and corporations who condemned/boycotted NC are going to do the same to these other states? All I have heard is ..... crickets... Come on, where is the equality in your outrage, liberals? I can't hear you!
Person2: They haven't passed their Jim Crow laws yet.",0
"Person1: They haven't passed their Jim Crow laws yet.
Person2: You want slavery BACK that is why you want forced perversion you are calling that equality",1
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: What forced perversion?",0
"Person1: Think for yourself for once.
Person2: which you push like mad I get so sick of the lie called equal rights",1
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: You didn't answer the question. What forced per⁠version? If you're sick of the nons⁠ense you make up, stop saying it.",0
"Person1: Think for yourself for once.
Person2: you never ASKED one you are making a statement and want compliance",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: For the third time; what forced perversion?",0
"Person1: Think for yourself for once.
Person2: and answer not desired",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: I didn't think so. All you know is the talking point on its face; you can't ever defend it.",0
"Person1: Think for yourself for once.
Person2: Your only point is forced compliance of perversion",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: Fourth time; What forced compliance of perversion?",0
"Person1: Think for yourself for once.
Person2: Don't expect an answer to your question. I doubt you'll get one from him.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: I don't expect one. I'm hoping that he'll eventually realize he's a c⁠o⁠w⁠ard and s⁠h⁠u⁠t up.",0
"Person1: I agree that people should use the public bathroom that fits their actual gender, but what harm to society is caused by someone being transgender?
Person2: because you are demanding COMPLIANCE or fines that is the only ""answer"" you will bother with",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: Fines for what?",0
"Person1: but CHRISTIANS are the only reason why you care about gays or tgs you want them in all of our churches . of have us pay a huge fine right? that is your equal rights
Person2: I'm just pointing out that you haven't answered the first 3 times the question was asked, so don't expect an answer on the 4th time.",0
"Person1: Has anyone heard if Bruce Springsteen, Ringo Starr, and other celebrities and corporations who condemned/boycotted NC are going to do the same to these other states? All I have heard is ..... crickets... Come on, where is the equality in your outrage, liberals? I can't hear you!
Person2: Who cares?",0
"Person1: Has anyone heard if Bruce Springsteen, Ringo Starr, and other celebrities and corporations who condemned/boycotted NC are going to do the same to these other states? All I have heard is ..... crickets... Come on, where is the equality in your outrage, liberals? I can't hear you!
Person2: Thats awsome! I hope the boycott ruins that states finances and the current AG becomes NCs next Govener.",0
"Person1: Seriously, your denial of transgenderism as a ""real thing"" is quite dangerous as is the condemnation of anyone who is struggli g with identity issues because they are born that way or develop differently due to hormones and biology.
Person2: yep and your own kids will get raped by a pedophile in a shared bathroom then YOU will be crying. or will you? women have bodies in bedrooms but not bathrooms!",1
"Person1: Has anyone heard if Bruce Springsteen, Ringo Starr, and other celebrities and corporations who condemned/boycotted NC are going to do the same to these other states? All I have heard is ..... crickets... Come on, where is the equality in your outrage, liberals? I can't hear you!
Person2: NC made itself the poster boy for this repulsive legislation which is why they are being singled out. Where is the conservative outage over Dennis Hastert, Mark Foley and Larry Craig?",0
"Person1: NC made itself the poster boy for this repulsive legislation which is why they are being singled out. Where is the conservative outage over Dennis Hastert, Mark Foley and Larry Craig?
Person2: There was outrage over it. Didn't all of those men go to jail for their crimes? Has nothing to do with allowing someone to go into any bathroom of their choice.",0
"Person1: Has anyone heard if Bruce Springsteen, Ringo Starr, and other celebrities and corporations who condemned/boycotted NC are going to do the same to these other states? All I have heard is ..... crickets... Come on, where is the equality in your outrage, liberals? I can't hear you!
Person2: These are celebrities? They are monkeys howlling at the moon! North Carolina has the right to make laws for their own state. Obama does NOT, and neither do any of your so called celebrities! What you and many others forget is that the United States of America is a collection of dependent states having their own morals and laws. Obama thinks that President means KING. It doesn't. It means limited leader. There are many things he cannot legally do, and this happens to be one of them!",0
"Person1: If states can ignore real federal laws and allow people to consume controlled substances for recreational usage, states can ignore imaginary federal laws and keep moving forward in a sane and rational way.
Person2: I was thinking the same thing. Couldn't these states sue and claim why are some cities and states ignoring federal immigration laws",0
"Person1: Indeed, everywhere one looks into Obama’s background, we find sealed records, scrubbed websites, altered documents, deception and unanswered questions. Can anyone imagine for a second if John McCain or George Bush had blocked access to his school, medical, and birth records? It would have been headlines in their case, but as with everything else concerning Obama, the media has given him a pass on this. Of all these marvels, the latest mystery and probably most perplexing is that of Obama’s social security number. It appears that Obama has multiple identities in term of possessing numerous social security numbers. Orly Taitz, an attorney who has filed numerous suits against Obama regarding his eligibility to serve as president, appears to have been the first to discover this. In her suit, representing a number of military officers who are refusing to serve under an ineligible commander in chief, she hired private investigator Neil Sankey to conduct research on Obama’s prior addresses and Social Society numbers. Using Intelius, Lexis Nexis, Choice Point and other public records, Sankey found around 25 Social Security numbers connected with Obama’s name. However, it may not be as many as 25, since Sankey also searched using closely related names such as: “Barak Obama,” “Batock Obama,” “Barok Obama,” and “Barrack Obama.” There may very well be some Kenyans living in America with the same last name and a similar first name. In any case, I will exclude these records for the purpose of this research and focus only on names spelled exactly like his name. Moreover, we can verify many of the Social Security numbers as valid since they’re connected to addresses at which we know Obama resided. Needless to say, there are also a slew of address and social security numbers connected to addresses in states that Obama has no known connection to. In Obama’s home state, Illinois, Sankey tracked down 16 different addresses for a Barack Obama or a Barack H. Obama, of which all are addresses he was known to have lived at. Two Social Security numbers appear for these addresses, one beginning with 042 and one starting 364. In California, where Obama attended Occidental College, there are six addresses listed for him, all within easy driving distance of the college. However, there are three Social Security numbers connected to these addresses, 537 and two others, each beginning with 999. There are no addresses listed in New York where he attended Columbia University, but there is one listed for him in nearby Jackson, NJ, with a Social Security number beginning with 485.
Person2: He did like millions of Mexicans and other illegals have done. Used a dead person number or made up a number. Some even use their children number if they were born in the U.S. A fake social security card in Phoenix runs about $100",1
"Person1: Indeed, everywhere one looks into Obama’s background, we find sealed records, scrubbed websites, altered documents, deception and unanswered questions. Can anyone imagine for a second if John McCain or George Bush had blocked access to his school, medical, and birth records? It would have been headlines in their case, but as with everything else concerning Obama, the media has given him a pass on this. Of all these marvels, the latest mystery and probably most perplexing is that of Obama’s social security number. It appears that Obama has multiple identities in term of possessing numerous social security numbers. Orly Taitz, an attorney who has filed numerous suits against Obama regarding his eligibility to serve as president, appears to have been the first to discover this. In her suit, representing a number of military officers who are refusing to serve under an ineligible commander in chief, she hired private investigator Neil Sankey to conduct research on Obama’s prior addresses and Social Society numbers. Using Intelius, Lexis Nexis, Choice Point and other public records, Sankey found around 25 Social Security numbers connected with Obama’s name. However, it may not be as many as 25, since Sankey also searched using closely related names such as: “Barak Obama,” “Batock Obama,” “Barok Obama,” and “Barrack Obama.” There may very well be some Kenyans living in America with the same last name and a similar first name. In any case, I will exclude these records for the purpose of this research and focus only on names spelled exactly like his name. Moreover, we can verify many of the Social Security numbers as valid since they’re connected to addresses at which we know Obama resided. Needless to say, there are also a slew of address and social security numbers connected to addresses in states that Obama has no known connection to. In Obama’s home state, Illinois, Sankey tracked down 16 different addresses for a Barack Obama or a Barack H. Obama, of which all are addresses he was known to have lived at. Two Social Security numbers appear for these addresses, one beginning with 042 and one starting 364. In California, where Obama attended Occidental College, there are six addresses listed for him, all within easy driving distance of the college. However, there are three Social Security numbers connected to these addresses, 537 and two others, each beginning with 999. There are no addresses listed in New York where he attended Columbia University, but there is one listed for him in nearby Jackson, NJ, with a Social Security number beginning with 485.
Person2: Someone had a social security number issued to them in 1898? You sure? LOL",0
"Person1: Vote Republican 2016: Because, you ever notice, liberals never look work-boots?
Person2: He means the person who originally had that ss# was born in 1898.",0
"Person1: Vote Republican 2016: Because, you ever notice, liberals never look work-boots?
Person2: maybe date is wrong but facts are facts he is illegal as a belly boarder crawlin mexitrash",1
"Person1: Who came up with this crap of sancuary cities anyway?
Person2: Liberals, who else?",0
"Person1: Vote Republican 2016: Because, you ever notice, liberals never look work-boots?
Person2: I was kinda hoping for name or names. Maybe I'll google it later.",0
"Person1: Who came up with this crap of sancuary cities anyway?
Person2: ""DEMOCRATS""",1
"Person1: I know a Scotsman who was deported for overstaying visa one day, he was at the departure area of LAX leaving the country and is now barred from returning, he is a security consultant for people working abroad and is married to an American, the reason for the harsh treatment can only be because he is white. This is the world you liberals are making for yourself.
Person2: HE WAS WHITE AND SPOKE ENGLISH",1
"Person1: Vote Republican 2016: Because, you ever notice, liberals never look work-boots?
Person2: Bigot! Shalom",0
"Person1: CLM. Citizens Lives Matter
Person2: WELL PUT",0
"Person1: mcd All lives matter Mr. Obama and Mr. Johnson, not just your future democrats here illegally.
Person2: mcd NOT ALL,,,,,,, ILLEGALS CRMINALS AND MUSLIMS NOT SO MUCH!!!!",1
"Person1: Obama does not want illegal criminals deported, PERIOD! One of his reason is because his uncle would then be deported instead of being given a free pass to commit more crimes. His uncle is protected, ICE has been ORDERED to stay away from him, and local law enforcement has been told they are not to arrest him or harass him anymore. Look it up, this is true.
Person2: OBAMA IS AN ILLEGAL ALIEN THE SS# HE USES IN THE WHITE HOUSE WAS ISSUED IN CONNECTCUT IN LIKE 1898 TO A FRENCH NATIONAL THAT BECAME A CITIZEN HERE MOVED TO HAWAII IN 1960 AND DIED IN 1961...... OBAMMA BORN IN BRITISH REPUBLIC OF THE CONGO IN 1961 AND MOVED HERE ILLEGALLY AND GRANDMOTHER OF WHITE MOTHER WAS THE ONE IN HAWAII THAT COLLECTED AND DESTROYED SS# 'S OF DEAD PEOPLE....... FIGURE IT OUT FROM THERE",1
"Person1: Should be a bounty for civilians who apprehend and turn over illegals to ICE. They say they have to few agents, this would hugely expand the forces on the street. Of course, there needs to be total E-verify compliance enforced to prevent undocumented people from holding jobs. If we want to enforce our immigration laws we can, but the facts are we as a society do not have the political will to do so. I suspect in 50 years the U.S.A. as a true s,overeign nation will have been so diluted as to not exist.
Person2: CREATE JOBS A NEW BOUNTY HUNTER WANTED DEAD OR ....... ALIVE/ NOT SO MUCH!!!!!",0
"Person1: Indeed, everywhere one looks into Obama’s background, we find sealed records, scrubbed websites, altered documents, deception and unanswered questions. Can anyone imagine for a second if John McCain or George Bush had blocked access to his school, medical, and birth records? It would have been headlines in their case, but as with everything else concerning Obama, the media has given him a pass on this. Of all these marvels, the latest mystery and probably most perplexing is that of Obama’s social security number. It appears that Obama has multiple identities in term of possessing numerous social security numbers. Orly Taitz, an attorney who has filed numerous suits against Obama regarding his eligibility to serve as president, appears to have been the first to discover this. In her suit, representing a number of military officers who are refusing to serve under an ineligible commander in chief, she hired private investigator Neil Sankey to conduct research on Obama’s prior addresses and Social Society numbers. Using Intelius, Lexis Nexis, Choice Point and other public records, Sankey found around 25 Social Security numbers connected with Obama’s name. However, it may not be as many as 25, since Sankey also searched using closely related names such as: “Barak Obama,” “Batock Obama,” “Barok Obama,” and “Barrack Obama.” There may very well be some Kenyans living in America with the same last name and a similar first name. In any case, I will exclude these records for the purpose of this research and focus only on names spelled exactly like his name. Moreover, we can verify many of the Social Security numbers as valid since they’re connected to addresses at which we know Obama resided. Needless to say, there are also a slew of address and social security numbers connected to addresses in states that Obama has no known connection to. In Obama’s home state, Illinois, Sankey tracked down 16 different addresses for a Barack Obama or a Barack H. Obama, of which all are addresses he was known to have lived at. Two Social Security numbers appear for these addresses, one beginning with 042 and one starting 364. In California, where Obama attended Occidental College, there are six addresses listed for him, all within easy driving distance of the college. However, there are three Social Security numbers connected to these addresses, 537 and two others, each beginning with 999. There are no addresses listed in New York where he attended Columbia University, but there is one listed for him in nearby Jackson, NJ, with a Social Security number beginning with 485.
Person2: That joke was brough up earlier but later deleted. It's an old one, but props on bringing it up during the olympics, that makes it more contemporary.",0
"Person1: Vote Republican 2016: Because, you ever notice, liberals never look work-boots?
Person2: LOL YA I STILL LIKE IT THOUGH DIDNT SEE IT BEFORE IT WAS DELETED,,, SOMEONE ELSE HAS A GREAT MIND LOL",0
"Person1: Indeed, everywhere one looks into Obama’s background, we find sealed records, scrubbed websites, altered documents, deception and unanswered questions. Can anyone imagine for a second if John McCain or George Bush had blocked access to his school, medical, and birth records? It would have been headlines in their case, but as with everything else concerning Obama, the media has given him a pass on this. Of all these marvels, the latest mystery and probably most perplexing is that of Obama’s social security number. It appears that Obama has multiple identities in term of possessing numerous social security numbers. Orly Taitz, an attorney who has filed numerous suits against Obama regarding his eligibility to serve as president, appears to have been the first to discover this. In her suit, representing a number of military officers who are refusing to serve under an ineligible commander in chief, she hired private investigator Neil Sankey to conduct research on Obama’s prior addresses and Social Society numbers. Using Intelius, Lexis Nexis, Choice Point and other public records, Sankey found around 25 Social Security numbers connected with Obama’s name. However, it may not be as many as 25, since Sankey also searched using closely related names such as: “Barak Obama,” “Batock Obama,” “Barok Obama,” and “Barrack Obama.” There may very well be some Kenyans living in America with the same last name and a similar first name. In any case, I will exclude these records for the purpose of this research and focus only on names spelled exactly like his name. Moreover, we can verify many of the Social Security numbers as valid since they’re connected to addresses at which we know Obama resided. Needless to say, there are also a slew of address and social security numbers connected to addresses in states that Obama has no known connection to. In Obama’s home state, Illinois, Sankey tracked down 16 different addresses for a Barack Obama or a Barack H. Obama, of which all are addresses he was known to have lived at. Two Social Security numbers appear for these addresses, one beginning with 042 and one starting 364. In California, where Obama attended Occidental College, there are six addresses listed for him, all within easy driving distance of the college. However, there are three Social Security numbers connected to these addresses, 537 and two others, each beginning with 999. There are no addresses listed in New York where he attended Columbia University, but there is one listed for him in nearby Jackson, NJ, with a Social Security number beginning with 485.
Person2: Fence-climbing hasn't been recognized as an Olympic event......",1
"Person1: Fence-climbing hasn't been recognized as an Olympic event......
Person2: Eh, depends on your interpretation of fencing.",0
"Person1: DemocRats love illegals ,,, & why you may ask?,, because they can round them up and have them vote in elections. Only Grubers believe there is no voter fraud, yes the dead do vote in Chicago !
Person2: That's because the leftist media refused to report it. In the minds of the liberal lemmings, if mediamatters didn't report it, it never happened.",0
"Person1: DemocRats love illegals ,,, & why you may ask?,, because they can round them up and have them vote in elections. Only Grubers believe there is no voter fraud, yes the dead do vote in Chicago !
Person2: AND EVERYWHERE ELSE IN DUMMYCRAP DISTRICTS THE DEAD VOTE",1
"Person1: Sanctuary is a function of the Catholic Church. States are not suppose to impose their Religion over the citizens of the US. The people under Sanctuary are suppose to be housed and remain on Church Grounds. At the expense of the Church. Until a determination of resolve between the State and Church can be made concerning the individual. An individual that leaves the Church grounds is subject to the full extent of the Law. The State is liable for the damages caused by the imposing of the Catholic Religion on the people.
Person2: When the blatant anti- Christian asault by the Administration and Democrats at every level is ceased then some credence can be accorded to the ""sanctuary"" argument. SANCTUARY cities are run by virulent secularists and Liberals. They are a recruiting ground for ILLEGAL voters and a means to bolster the population for districting purposes. Sadly the American catholic Church is only afactor when some Liberal tenet can be contrived, If the Catholic Church had any real clout every legislator,Pelosi and Biden comes to mind,purporting to be a Catholic and being supporters of any and all legislation supporting abortion and taxpayers paying for it would be publicly excommunicated. That has not happened and the Catholic Church is no longer the bastion of morals that could once influence elections. Sanctuary Cities are the creation of Liberals looking for support from legal minorities. RELIGIONhas nothing to do with it unless you are an amoral athiest...",1
